level,kanji_final,kanji_ai,hiragana_katakana,romaji_final,english_ai,pos,example_jp,example_en,usage_note
0,"90,どっち dotchi – which way (casual)",,"90,どっち dotchi – which way (casual)",dotchi,which way (informal),interrogative,\( \)\n\( \),Which way is the exit?,"Informal, casual usage."
0,"90,Road Features & Locations",,"90,Road Features & Locations",,"road, path, or route",noun,\( \)\n\( \),Let's take this road.,
0,"90,""みち（道） michi – road, way""",,"90,""みち（道） michi – road, way""",michi,"road, way, or path",noun,\( \)\n\( \),The road to the beach is beautiful.,
0,"90,かど（角） kado – corner",,"90,かど（角） kado – corner",kado,corner,noun,\( \)\n\( \),I'll meet you at the corner of this street and the next one.,
0,"90,こうさてん（交差点） kōsaten – intersection",,"90,こうさてん（交差点） kōsaten – intersection",kō saten,intersection,n,こんは　ケライトでわきるやまたらたを反たら,The traffic light is red.,
0,ティタサカ,ティタサカ,"90,""しんごう（信号） shingō – traffic light, signal""",shingou,"traffic light, signal",n,こんは　ケライトでわきるやまたらたを反たら,The traffic light is red.,
0,箁山,箁山,"90,はし（橋） hashi – bridge",hashi,bridge,n,こんは　ケライトでわきるやまたらたを反たら,The traffic light is red.,
0,稽语,稽语,"90,くうこう（空港） kūkō – airport",kūkou,airport,n,こんは　ケライトでわきるやまたらたを反たら,The traffic light is red.,
0,稽子凶二国,稽子凶二国,"90,きっぷうりば（切符売り場） kippu uriba – ticket counter",kippu uriba,ticket counter,n,こんは　ケライトでわきるやまたらたを反たら,The traffic light is red.,
0,稽子,稽子,"90,きっぷ（切符） kippu – ticket",kippu,ticket,n,こんは　ケライトでわきるやまたらたを反たら,The traffic light is red.,
0,結宮,結宮,"90,えき（駅） eki – station",eki,station,n,こんは　ケライトでわきるやまたらたを反たら,The traffic light is red.,
0,"90,""～ぐち（～口） ~guchi – exit/entrance",,"90,""～ぐち（～口） ~guchi – exit/entrance",~ guchi,exit/entrance,n,こんは　ケライトでわきるやまたらたを反たら,The traffic light is red.,
0,米海王,米海王,"90,びょういん（病院） byōin – hospital",byouin,hospital,n,こんは　ケライトでわきるやまたらたを反たら,The traffic light is red.,
0,箱安王,箱安王,"90,ぎんこう（銀行） ginkō – bank",ginkou,bank,n,こんは　ケライトでわきるやまたらたを反たら,The traffic light is red.,
0,公,公,"90,こうえん（公園） kōen – park",kōen,park,noun,公園に行った。,I went to the park.,
0,美,美,"90,びじゅつかん（美術館） bijutsukan – art gallery/museum",bijutsukan,art gallery/museum,noun,美術館は午後3時から開場です。,The art gallery opens at 3 pm.,
0,本,本,"90,ほんや（本屋） honya – bookstore",honya,bookstore,noun,本屋に行って本を買った。,I went to the bookstore and bought a book.,
0,"90,Inside a Building",,"90,Inside a Building",uchibasho,inside a building,phrase,建物の中に雨が降っています。,It's raining inside the building.,
0,階,階,"90,かいだん（階段） kaidan – stairway",kaidan,stairway,noun,階段を上ったら、右側のドアを見てください。,"After going up the stairs, look for the right door.",
0,"90,エレベーター erebētā – elevator",,"90,エレベーター erebētā – elevator",erebētā,elevator,noun,エレベーターが故障しているので、階段で上る必要があります。,"Since the elevator is out of order, you have to go up by stairs.",
0,建,建,"90,たてもの（建物） tatemono – building",tatemono,building,noun,建物の設計は、建築家によって行われています。,The building's design is done by an architect.,
0,"90,ビル biru –",,"90,ビル biru –",biru,building,noun,ビルの階数は、高層ビルなら20以上の場合が多いです。,High-rise buildings usually have more than 20 floors.,
0,階,階,"90,""～かい（～階） ~kai – floor counter",kai,floor counter,noun,10階まで上がる必要があるので、10かいと言います。,"We need to go up to the tenth floor, so we say 10-kai.",
0,何,何,"90,なんがい（何階） nangai – what floor",nangai,what floor,interrogative,どの階に上がるか、何階ですか?,What floor do I need to go up to?,
0,"90,Movement & Actions",,"90,Movement & Actions",Kodō,movement,noun,,,
0,"90,""のる（乗る） noru – ride, take",,"90,""のる（乗る） noru – ride, take",noru (nori),"ride, take",verb,", tetsudō-ga norimashita.",I took the train.,
0,"90,おりる（降りる） oriru – get off (transport)",,"90,おりる（降りる） oriru – get off (transport)",oriru (furu),get off (transport),verb,", tetsudō-ga orimashita.",I got off the train.,
0,"90,""のりかえる（乗り換える） norikaeru – change, transfer""",,"90,""のりかえる（乗り換える） norikaeru – change, transfer""",norikaeru (kawatsuki),"change, transfer",verb,", shinkansen-ga norikae mashita.",I changed trains at Shinjuku Station.,
0,"90,""とめる（止める） tomeru – park, stop""",,"90,""とめる（止める） tomeru – park, stop""",tomeru (yamu),"park, stop",verb,", jidōsha-ga tomarimashita.",I parked my car there.,
0,"90,まがる（曲がる） magaru – turn",,"90,まがる（曲がる） magaru – turn",magaru (migau),turn,verb,", kōro-ga magatte shimatta.",I took a turn on the highway.,
0,"90,わたる（渡る） wataru – cross",,"90,わたる（渡る） wataru – cross",wataru (tachi),cross,verb,", kawa-ga watatte shimatta.",I crossed the river.,
0,"90,あがる（上がる） agaru – go up",,"90,あがる（上がる） agaru – go up",agaru (agaite),go up,verb,", toshi-ga agatte shimatta.",I went upstairs.,
0,"90,""でる（出る） deru – leave, depart""",,"90,""でる（出る） deru – leave, depart""",deru (ide),"leave, depart",verb,", kōjima-ga deru no wa mada hajimete de arimasu.",I left for the airport today.,
0,"90,つく（着く） tsuku – arrive",,"90,つく（着く） tsuku – arrive",tsuku (tsuki),arrive,verb,", shinkansen-ga tsukimashita!",I arrived at Shinjuku Station.,
0,"90,いく（行く） iku – go",,"90,いく（行く） iku – go",iku,to go,verb,,,
0,"90,Counters & Sequence",,"90,Counters & Sequence", (ika),counters for people,particle,ninin iku,two people will go,
0,"90,ひとつめ（一つ目） hitotsume – first (in a series)",,"90,ひとつめ（一つ目） hitotsume – first (in a series)",hitotsume,first in a series,adjective,tsugi no hitotsume wa nani o imasu ka?,what is the first one of the next series?,
0,"90,ふたつめ（二つ目） futatsume – second",,"90,ふたつめ（二つ目） futatsume – second",futatsume,second in a series,adjective,tsugi no futatsume wa doko ni arimasu ka?,where is the second one of the next series?,
0,"90,みっつめ（三つ目） mitsume – third",,"90,みっつめ（三つ目） mitsume – third",mitsume,third in a series,adjective,tsugi no mitsume wa nan desu ka?,what is the third one of the next series?,
0,"90,～メートル ~mētoru – meters",,"90,～メートル ~mētoru – meters",~mētoru,meter,noun,100m iku,to go 100 meters,used to indicate distance
0,"90,Useful Expressions",,"90,Useful Expressions", (tsukurikata),useful expressions,phrase,kōyaku no tsukurikata wa nani desu ka?,what are the useful expressions in this book?,
0,"90,ちず（地図） chizu – map",,"90,ちず（地図） chizu – map",chizu,map,noun,toko no chizu o kagiru,to draw a map of the city,
0,"90,つぎ（次） tsugi – next",,"90,つぎ（次） tsugi – next",tsugi,next,adverb,tsugi no watashi wa nani o shimasu ka?,what will I do next?,
0,"90,さき saki – just after / ahead",,"90,さき saki – just after / ahead",saki,just after / ahead,adverb,kono toki no saki wa doko desu ka?,where is just after this time?,
0,"90,""どうやって dō yatte – how, by what means""",,"90,""どうやって dō yatte – how, by what means""",dō yatte,"'How', 'by what means'",interjection,Dō yatte kaku no?,'How do you write this?',
0,"90,さあ sā – well / oh / I'm not sure",,"90,さあ sā – well / oh / I'm not sure",sā,"'Well', 'oh', 'I'm not sure'",interjection,"Sā, o genki desu ka?","'Well, how are you?'",
0,"92,Mail & Personal Information",,"92,Mail & Personal Information",,'Mail & Personal Information',,,,(category title)
0,"92,てがみ tegami – letter",,"92,てがみ tegami – letter",tegami,'letter',noun,Tegami o kaku no wa tanjoubi ni shite imasu.,'The letter I write is for my birthday.',
0,"92,きって kitte – stamp",,"92,きって kitte – stamp",kitte,'stamp',noun,Kitte o kaiyō no naka ni aru.,'The stamp is in the post office.',
0,"92,ふうとう fūtō – envelope",,"92,ふうとう fūtō – envelope",fūtō,'envelope',noun,"Fūtō o tsukau toki ni, kenjou ga arimasu.",'There's a seal on the envelope.',
0,"92,はがき hagaki – postcard",,"92,はがき hagaki – postcard",hagaki,'postcard',noun,"Hagaki o kaku toki ni, tokoro ga arimasu.",'There's a place on the postcard to write.',
0,"92,ポスト posuto – mailbox",,"92,ポスト posuto – mailbox",posuto,'mailbox',noun,"Posuto o miru toki ni, kenjou ga arimasu.",'There's a seal on the mailbox.',
0,"92,""にもつ nimotsu – luggage, package""",,"92,""にもつ nimotsu – luggage, package""",nimotsu,"'luggage', 'package'",noun,"Nimotsu o tsukau toki ni, tokoro ga arimasu.",'There's a place on the luggage to write.',
0,"92,はこ hako – box",,"92,はこ hako – box",hako,'box',noun,"Hako o tsukau toki ni, kenjou ga arimasu.",'There's a seal on the box.'}],
0,"92,ふなびん funabin – sea mail",,"92,ふなびん funabin – sea mail",funabin,sea mail,noun,,,
0,"92,こうくうびん kōkūbin – air mail",,"92,こうくうびん kōkūbin – air mail",kōkūbin,air mail,noun,,,
0,"92,ゆうびんばんごう yūbin bangō – postal code",,"92,ゆうびんばんごう yūbin bangō – postal code",yūbin bangō,postal code,noun,,,
0,"92,じゅうしょ jūsho – address",,"92,じゅうしょ jūsho – address",jūsho,address,noun,,,
0,"92,なまえ（名前） namae – name",,"92,なまえ（名前） namae – name",namae,name,noun,,,
0,"92,でんわばんごう（電話番号） denwa bangō – phone number",,"92,でんわばんごう（電話番号） denwa bangō – phone number",denwa bangō,phone number,noun,,,
0,"92,ばんごう（番号） bangō – number",,"92,ばんごう（番号） bangō – number",bangō,number,noun,,,
0,"92,""じぶん jibun – own, self""",,"92,""じぶん jibun – own, self""",jibun,"own, self",pronoun,私が自分の車を購入した。,I bought my own car.,
0,"92,こちら kochira – this",,"92,こちら kochira – this",kochira,this (polite),adverb,こちらの席をください。,Please give me that seat.,
0,"92,Weather & Sky",,"92,Weather & Sky",,(No translation provided),,,,
0,市六,市六,"92,てんき（天気） tenki – weather",tenki,weather,noun, ？１ だたをいる！,It's raining today.,
0,"92,はれ hare – sunny",,"92,はれ hare – sunny",hare,sunny,adjective,、っすまわ：旐正しらい市六をよまできます！,"It's sunny today, isn't it?",
0,"92,くもり kumori – cloudy",,"92,くもり kumori – cloudy",kumori,cloudy,adjective,、っすまわ：海产子をきます！,It's cloudy today.,
0,"92,あめ（雨） ame – rain",,"92,あめ（雨） ame – rain",ame,rain,noun,、っすまわ：シレをきます！,It's raining today.,
0,"92,ゆき yuki – snow",,"92,ゆき yuki – snow",yuki,snow,noun,、っすまわ：ピジをきます！,It's snowing today.,
0,"92,かぜ（風） kaze – wind",,"92,かぜ（風） kaze – wind",kaze,wind,noun,、っすまわ：カレをきます！,It's windy today.,
